"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","cluster"
"472","你一来，这里的天气都变好了","时光如水你好",1472169600,"<b>介绍：</b>我总是轻描淡写告诉你我的愿望，<br>也给你千言万语都说不尽的目光，<br>这世界总有人在忙忙碌碌寻宝藏，<br>却误了浮世骄阳 也错过人间万象，<br>古城里长桥上 ，人如海车成行。 你笑得像光芒 ，蓦然把我照亮<br>风轻扬夏未央 ，林荫路单车响<br>原来所谓爱情 ，是这模样，<br>就承认一笑倾城一见自难忘，<br>说什么情深似海我却不敢当，<br>最浪漫不过与你并肩看夕阳 我心之所向，<br>想和你游四方赏晴雨的风光，<br>想和你铺纸笔写余生的篇章，<br>笑与泪都分享管情节多跌宕 我们不散场，<br>你是我偶然听闻铭感于心的歌唱，<br>也是我惊鸿一瞥而后拥抱的芬芳<br>这世界风华正茂可别辜负好时光<br>六月风走街穿巷 ，六月花陌上盛放<br>古城里长桥上 ，人如海车成行<br>你笑得像光芒 ，蓦然把我照亮<br>风轻扬夏未央 ，林荫路单车响<br>原来所谓爱情 是这模样。<br>",3233012,24677,291,570,"[""华语"",""流行"",""浪漫""]",27160,8,217,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",415,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",31,7,"是","否","否","否","是","否","否",3
"473","你在万人中央，孤独得漂亮","墨_安澜",1483142400,"<b>介绍：</b>*1.怀抱锐刺锋刀腊月寒，亦微笑着与世界说晚安。——《世界以痛吻我》<br>2.我用别人的爱定义存在，怕生命空白，我怕没有人爱，不算存在 ，生命剩空白。——《我》<br>3.一个人狂欢浪漫一场独唱赞颂，用一生换一个虽败犹荣。——《不算颓废》<br>4.但那么骄傲的你怎么会恐慌，是不是时间太长青藤满墙，爬满我记忆库仓，里头只剩下 你眼神明亮。——《若我英年早逝》<br>*5.可纵以心血铸就 也难及你眸底洪荒尽头，却忽然破茧 目送了渐行渐远催霜天。——《造梦者》<br>6.这世界怪怪怪怪 太多哲理，我不理 我只做我自己。——《我不》<br>7.只是这幸福有些仓促，我却不确定喜欢孤独。——《喜欢孤独》<br>8.我是谁 我爱谁，跟我去流浪 去远方。——《安·生》<br>9.撕破 我从崖边跌落，为何 是梦还是解脱。——《我从崖边跌落》<br>10.谁愿意孤单地只相信自己的力量——《我也曾和你一样》<br>11.到了自己最后才明白，我们都只是普通乘客。——《钢铁是眼泪炼成的》<br>12.我化尘埃飞扬，奔去七月刑场。——《七月上》<br>*13.祝我从此幸福还祝我枯萎不渡，怨我百岁无忧还怨我徒有泪流。——《易燃易爆炸》<br>14.其实我们值得幸福，还不到时候认输。——《其实我们值得幸福》<br>*15.若有天我不复勇往 能否坚持走完这一场，踏遍万水千山总有一地故乡，城市慷慨亮整夜光，如同少年不惧岁月长。——《历历万乡》<br>16.你离开我，就是旅行的意义。——《旅行的意义》<br>17.就老去吧，孤独别醒来。——《理想三旬》<br>18.我奔跑在我孤傲的路上，我依然燃烧 我仍在信仰。——《奔跑在孤傲的路上》<br>*19.爱你锋利的伤痕，爱你成熟的天真。——《远辰》<br>20.你可以不管不问不想不疼不爱我，我已放弃寄托 依赖我。——《你可以不爱我》<br>21.那是一种很自己?属于自己的心。——《很自己》<br>22.学会了生活能享受寂寞，剧烈的语言变成温柔。——《喜欢寂寞》<br>23.这种寂寞穿过我胸口，终究会习惯这种生活。——《慢灵魂》<br>24.提起当年时，泪眼笑荒唐。——《说时依旧》<br>25.谁还记得你，眉宇之间擦过多少人。——《诗与岁月同歌》<br>26.此时不语，更来不及。——《不语》<br>27.谁在向过去俯首鞠躬，不必穿着鞋子走在路上。——《得知平淡珍贵的一天》<br>28.稍安勿躁，一切会安好。——《一切安好》<br><br>*为作词特别好，特别推荐。<br>",600397,5754,36,63,"[""华语"",""流行"",""孤独""]",37664,9,101,12,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",1069,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",28,9,"是","否","否","否","是","否","否",3
"474","你只要知道里面的歌很嗨就是了","把我毁灭",1420934400,"[无简介]",2654548,73521,877,325,"[""电子"",""酒吧"",""舞曲""]",1311,10,156,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",80,3,"否","否","否","是","否","否","否",3
"475","牛津书虫系列 第1-6级","莎士比亚书店",1440892800,"<b>介绍：</b>“书虫”是外语教学与研究出版社和牛津大学出版社共同奉献给广大英语学习者的双语读物。<br><br>“书虫”首先将给你自信，即使你只有几百的词汇量，也可以不太费劲地阅览世界名作了。书虫还会用它细细的鸣叫声不停地提醒你：要坚持不懈地读下去，要广泛而丰富地读下去。<br><br>待到读完丛书系列中的最后一本，你也许会突然发现：你已经如蛹化蝶，振翅欲翔了！<br><br>第1级：300生词量，适合初一、初二学生，共33本；<br>第2级：600生词量，适合初二、初三学生，共34本；<br>第3级：1000生词量，适合初三、高一学生，共21本；<br>第4级：1500生词量，适合高一、高二学生，共18本；<br>第5级：2000生词量，适合高二、高三学生，共8本；<br>第6级：2300生词量，适合高三、大学低年级学生，共8本。<br><br>书目中只有部分书籍配有朗读音频，可在百度百科“书虫”词条下看到完整版书目。<br>",413828,53662,674,312,"[""欧美"",""学习"",""校园""]",38217,10,906,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",423,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",509,0,"是","否","否","否","是","否","否",3
"476","女声邂逅口哨|来一场夏日听觉盛宴","悦汐tides",1496620800,"<b>介绍：</b>精选50首女声口哨歌曲<br>炎炎夏日听听这种歌曲或许能让你降降温度<br>歌单前12首是比较热门的或许大多数人听过<br>后面的38首多数为冷门歌曲<br>但是每一首都是筛选下来的<br>相信一定能找出你喜欢的<br>当女声邂逅口哨 来一场夏日清凉听觉盛宴<br>",1795935,33942,306,169,"[""欧美"",""流行"",""清新""]",10058,9,82,16,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",143,"是","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",50,3,"是","否","否","否","是","否","否",3
"477","女声选集 I 百花争艳 当你途经我的盛放","朩朩青尘",1486512000,"<b>介绍：</b>①歌单简介：<br><br>在情人节到来之际，收集了100首个人比较偏爱的欧美女声，整理成歌单送给朋友们，祝愿云村的伙伴们，情人节快乐，单身的早点脱单哦。女声选集，风格各异，不过单主保证每首曲子都是亮点哦，曲目排序按名称长度，由短到长排列，适合随机播放。百首动听的欧美女声，百朵盛放的娇艳玫瑰，哪一朵会属于你呢？<br><br>?＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝?<br><br>②玫瑰物语：<br><br>1朵玫瑰代表 —— 我的心中只有你 ONLY YOU ！<br>2朵玫瑰代表 —— 这世界只有我俩！<br>3朵玫瑰代表 —— 我爱你 I LOVE YOU ！ <br>4朵玫瑰代表 —— 至死不渝！<br>5朵玫瑰代表 —— 由衷欣赏！ <br>6朵玫瑰代表 —— 互敬 互爱 互谅！<br>7朵玫瑰代表 —— 我偷偷地爱着你！<br>8朵玫瑰代表 —— 感谢你的关怀扶持及鼓励 ！ <br>9朵玫瑰代表 —— 长久 ALWAYS ！<br>10朵玫瑰代表 —— 十全十美 无懈可击！ <br>11朵玫瑰代表 —— 最爱 只在乎你一人！ <br>12朵玫瑰代表 —— 对你的爱与日俱增！ <br>13朵玫瑰代表 —— 友谊长存！ <br>14朵玫瑰代表 —— 骄傲！ <br>15朵玫瑰代表 —— 对你感到歉意 I'M SORRY！<br>16朵玫瑰代表 —— 多变不安的爱情！ <br>17朵玫瑰代表 —— 绝望无可挽回的爱！ <br>18朵玫瑰代表 —— 真诚与坦白！ <br>19朵玫瑰代表 —— 忍耐与期待！ <br>20朵玫瑰代表 —— 我仅一颗赤诚的心！ <br>21朵玫瑰象征 —— 真诚的爱！ <br>22朵玫瑰象征 —— 祝你好运！<br>25朵玫瑰象征 —— 祝你幸福！ <br>30朵玫瑰象征 —— 信是有缘！ <br>36朵玫瑰象征 —— 浪漫！ <br>40朵玫瑰象征 —— 誓死不渝的爱情！ <br>50朵玫瑰象征 —— 邂逅不期而遇！<br>99朵玫瑰象征 —— 天长地久 FOREVER！ <br>100朵玫瑰象征 —— 百分之百的爱 100% LOVE！ <br>101朵玫瑰象征 —— 最……最爱！<br>108朵玫瑰象征 —— 求婚！ <br>111朵玫瑰代表 —— 无尽的爱！<br>144朵玫瑰代表 —— 爱你日日月月、生生世世！<br>365朵玫瑰代表 —— 想你在每天！ <br>999朵玫瑰代表 —— 天长地久、爱无止境 ！<br>1001朵玫瑰代表 —— 直到永远！<br><br>?＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝?<br>",1692094,27637,215,174,"[""欧美"",""流行"",""电子""]",62239,10,63,20,"是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",1115,"是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",100,4,"是","否","否","否","是","否","否",3
"478","女声有毒 沦陷循环","逢场作戏的小丑",1432166400,"<b>介绍：</b>有些旋律，时不时的就会在你的脑海响起，不离不弃。<br>",382837,7674,112,71,"[""欧美"",""流行"",""放松""]",136210,10,88,9,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",38,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",38,2,"是","是","否","否","是","是","否",3
"479","欧美：舒缓中的节奏感","确保人人都听歌",1485475200,"<b>介绍：</b>喜欢轻缓的英文歌可是又怕这样的音乐不抓耳？想听很有震撼力的歌却受不了无休止的喧嚣？有了这张歌单再也不用担心这些问题了！精选的安静歌曲配上恰到火候的节奏，不骄不躁，有韵有味，好好享受你的音乐时光吧！（强烈建议随机播放）<br>",3272062,56758,1064,282,"[""欧美"",""安静"",""夜晚""]",540,8,3,10,"否","否","是","否","否","是","否","是","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否",122,"是","是","是","是","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",202,19,"否","否","否","是","否","否","否",3
"480","欧美|派对电音 坠入狂欢的海洋","悦汐tides",1490572800,"<b>介绍：</b>音乐绕耳，狂热激情电子音乐轰炸你的耳朵，让你坠入这片狂欢之海，无法自拔，尽情享受这个盛大party!<br>精选狂热电音！派对御用音乐！不要错过<br><br>6月30日更新.......<br>",2740604,38576,441,200,"[""欧美"",""电子"",""酒吧""]",10058,9,82,15,"否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否",108,"否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","是","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",49,3,"是","否","否","否","是","否","否",3
"481","欧美男声?唱给你听最深情的R&amp;B","yin雪燕",1453420800,"<b>介绍：</b>天气预报：今天上午有点想你<br>预计下午转为持续想你<br>傍晚将转为大到暴想<br>心情也降低五度<br>预计此类天气将见到你为止<br>",797351,17290,181,251,"[""欧美"",""流行"",""放松""]",37991,8,140,20,"是","否","是","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否",81,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,0,"是","否","否","否","是","否","否",3
"482","欧美无前奏 一听倾心","单音系",1480809600,"<b>介绍：</b>无前奏<br><br>男声女声直接开唱<br><br>总有一首让你一听倾心<br>",501844,8361,86,130,"[""电子"",""欧美"",""另类/独立""]",48229,9,42,10,"否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否",51,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",256,35,"是","否","否","否","是","否","否",3
"483","排骨教主&amp;西瓜jun&amp;王胖子","绿了少年头",1440892800,"<b>介绍：</b>朋友一生一起走<br>",2853479,94924,569,520,"[""另类/独立"",""翻唱"",""ACG""]",813,8,21,22,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",21,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",110,3,"否","否","否","是","否","否","否",3
"484","盘点歌神那些live超过cd水准的时刻","范胜男",1428537600,"<b>介绍：</b>个人向 欢迎大家提意见 封面是早期出道时的张学友与当时如日中天的陈百强同台演出 大家可以百度一下:张学友 陈百强 禅院钟声 看看Danny对当时青涩腼腆的未来歌神的关照与鼓励<br>",1309626,27367,405,323,"[""华语"",""流行"",""怀旧""]",289,8,16,19,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",101,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",83,88,"否","否","否","是","否","否","否",3
"485","盘点欧美极品烟嗓女声","冰之启吾",1467676800,"<b>介绍：</b>话说烟嗓和抽烟没关系，那是一种与生俱来的天赋。让我们一起来盘点一下欧美极品烟嗓女声，一人一首，排名不分先后。<br>",1094438,16393,156,226,"[""欧美"",""流行"",""性感""]",11926,8,88,10,"否","否","是","否","否","是","是","是","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否",68,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",125,5,"是","否","否","否","是","否","否",3
"486","抛头颅，洒热血，江湖战场豪情壮志","米虫-小蚊子丶一只呆雯纸",1399248000,"<b>介绍：</b>千古多少英雄豪杰、风流人物都曾满腔热血为了保护家园、亲人而奋不顾身，他们施展着自己的抱负，成就宏图霸业，只为心中那一丝丝的牵挂，奋勇杀敌、冲锋上阵。这一切尽在歌词与旋律中，请慢慢领悟。<br>",379846,19170,52,46,"[""华语"",""古风"",""网络歌曲""]",23852,9,170,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",106,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",107,2,"是","是","否","否","是","是","否",3
"487","跑酷单——耳朵会传染神经！","我们是格瑶",1461542400,"<b>介绍：</b>跑酷的乐单，风格比较混搭，听起来还算不错。<br>节奏有静有动，力学和美学的结合，画风诡异多变。<br>听听看，耳朵会传染神经！<br><br>——————<br>（别怪我有强迫症，非要这么排）<br>",857995,11495,94,94,"[""电子"",""运动"",""兴奋""]",165,9,36,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",111,"否","否","否","否","否","否","否","是","否","否","否","否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否",21,0,"否","否","否","是","否","否","否",3
"488","评论超一千的动漫歌曲","海贼王的妹纸",1433376000,"<b>介绍：</b>总有那么一首歌，你听了会很激动~<br>该歌单歌曲已经很多了，所以另外新建了一个歌单【2017最热新番歌曲】，欢迎收藏~<br>",615836,11738,93,221,"[""日语"",""ACG""]",193,9,30,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",74,"是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",172,10,"否","否","否","是","否","否","否",3
"489","朴树先生","狗头老猫",1405555200,"<b>介绍：</b>一棵会唱歌的树。<br>",758795,14537,192,231,"[""流行"",""摇滚"",""民谣""]",57,8,19,4,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",22,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",50,46,"否","否","否","是","否","否","否",3
"490","其实人间尽耳聋——黄霑","不文周",1470700800,"<b>介绍：</b>黄沾（James J.S.Wong），1941年3月16日出生于广州，原名黄湛森，中国香港词曲家、作家、主持人、演员。本人最喜欢他和顾嘉辉先生的“辉煌”组合。（喜欢的可以去看看顾嘉辉黄霑的那场真友情演唱会）<br>",1393873,22785,415,349,"[""粤语"",""古风"",""70后""]",233,8,17,11,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",117,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","是","否",88,6,"否","否","否","是","否","否","否",3
"491","起床困难户洗漱专用歌单","王茶茶",1445299200,"<b>介绍：</b>如果你也跟我一样苦逼，大冬天还要早起T_T<br>",3014762,50230,1050,564,"[""华语"",""欧美"",""韩语""]",2519,7,32,11,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",35,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",85,6,"否","否","否","是","否","否","否",3
"492","前奏控｜一听倾心，自此终生难忘","HOPE-T",1494028800,"<b>介绍：</b>前奏控福利｜精选了一些前奏就能get到小伙伴们的一些歌，几秒相识，伴你一生，不要再与这些歌插肩而过了哟~<br><br>",1842046,38528,279,187,"[""欧美"",""电子"",""流行""]",156121,9,34,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",70,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",39,7,"是","否","是","否","是","否","是",3
"493","前奏撩人|一见钟情的你 一听倾心的歌","悦汐tides",1497830400,"<b>介绍：</b>这些音乐！一秒一个红心?<br>静而不腻 躁而不厌<br>或以旋律 或以声音 或以节奏 一听便倾心<br>前奏一定有惊艳你耳朵的点！<br>你想要的一见钟情的感觉都在这里<br>",3147779,44146,322,151,"[""欧美"",""流行"",""电子""]",10058,9,82,18,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",99,"否","是","否","否","否","否","否","否","否","否","否","是","否","是","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",70,5,"是","否","否","否","是","否","否",3
"494","强前奏·手机铃声备选","柠檬酸自知",1396569600,"<b>介绍：</b>甩掉烂大街的彩铃，让你的铃声独一无二！<br>",1199233,3376,30,78,"[""流行"",""欧美"",""日语""]",3967,9,100,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",33,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",27,3,"是","否","否","否","是","否","否",3
"495","青石古巷｜可有你的“丁香姑娘”","迩ran",1493251200,"<b>介绍：</b>青石板、老街巷……<br><br>能否遇见属于你的“丁香姑娘”<br><br>（古风向，欢迎推荐）<br><br>封面：截图自《醉》的mv（pv师：微博@麻薯映像）<br>",634429,12594,67,147,"[""华语"",""古风"",""浪漫""]",1552,7,10,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",96,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",33,0,"否","否","否","是","否","否","否",3
"496","全部都是神调教！VOCALOID","迷旗",1384992000,"<b>介绍：</b>人类啊~！<br>",423905,24625,59,247,"[""日语"",""电子"",""ACG""]",126,7,19,16,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",71,18,"否","否","否","是","否","否","否",3
"497","全球票房最高的50部动画电影?[原声集]","下一颗巧克力",1448582400,"<b>介绍：</b>根据各动画电影全球总票房整理而来<br>时间：截至2017年1月1日<br>Ps：顺序既是排名 票房：亿美元<br>榜单：<br>冰雪奇缘：12.765亿美元 -2013<br>小黄人：11.594 -2015<br>玩具总动员3：10.632 -2010<br>海底总动员2寻找多莉：10.278 -2016<br>疯狂动物城：10.238 -2016<br>神偷奶爸2：9.708 -2013<br>狮子王：9.685 -1994<br>海底总动员：9.367 -2003<br>怪物史瑞克2：9.198 -2004<br>冰川时代3 ：8.867 -2009<br>冰川时代4：8.772 -2012<br>爱宠大机密：8.754 -2016<br>头脑特工队：8.574 -2015<br>怪物史瑞克3：7.990 -2007<br>怪物史瑞克4：7.526 -2010<br>马达加斯加3：7.469 -2012<br>怪兽大学：7.436亿-2013<br>飞屋环游记：7.313 -2009<br>功夫熊猫2：6.657 -2011<br>冰川时代2：6.609 -2006<br>超能陆战队：6.578 -2014<br>功夫熊猫：6.317 -2008<br>超人总动员：6.314 -2004<br>美食总动员：6.237 -2007<br>驯龙高手2：6.215 -2014<br>马达加斯加2：6.039- 2008<br>魔发奇缘：5.907 -2010<br>疯狂原始人：5.852 -2013<br>怪兽电力公司：5.628 -2001<br>赛车总动员2：5.599 -2011<br>穿靴子的猫：5.550 -2011<br>神偷奶爸：5.431 -2010<br>勇敢传说：5.388 -2012<br>马达加斯加：5.327 -2005<br>辛普森一家：5.271 -2007<br>机器人总动员：5.213 -2008<br>功夫熊猫3：5.174 2016<br>阿拉丁：5.041 -1992<br>里约大冒险2：5.002 -2014<br>驯龙高手：4.949 -2010<br>玩具总动员2：4.850 -1999<br>里约大冒险：4.846 -2011<br>怪物史瑞克：4.844 -2001<br>精灵旅社2：4.732 -2015<br>",1957807,38812,372,328,"[""影视原声"",""榜单"",""欧美""]",26960,10,54,20,"否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",1010,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",100,10,"是","否","否","否","是","否","否",3
"498","全世界都对你恶语相加，我会对你说一世情话","暖暖还在这里",1470528000,"<b>介绍：</b>我想和你虚度时光，比如低头看鱼，比如把茶杯留在桌子上，离开，浪费他们好看的阴影，我还想连天上落日一起浪费，比如散步，一直消磨到漫天星光。<br>任四季更迭万水千山，我愿陪你颠沛流离；<br>任花开花谢山高水长，我愿陪你细水流长<br>如果全世界都对你恶语相加，我会对你说一世情话。<br>",7004447,66540,516,939,"[""华语"",""流行"",""浪漫""]",10869,7,16,20,"否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",154,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",100,39,"是","否","否","否","是","否","否",3
"499","全香港都在听麦浚龙的恋曲","ceth",1442793600,"<b>介绍：</b>十多年前，谁能料想到，麦浚龙会成为那个让人念念不忘的香港歌手。他近年来的唱片，都做得堪比艺术品，我想，有心的人才必有回响！他唱的那种耿耿于怀的小碎念。就像你想念一个人，很多年过去后他在你心中留下的念想已经不是多惊天骇浪般的感觉，而是一种小碎念，三不五时挠你一下。就这样！<br>",508055,9428,216,253,"[""粤语"",""夜晚"",""怀旧""]",14895,8,236,12,"否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",149,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否",52,0,"是","否","否","否","是","否","否",3
"500","燃！神抽必备！游戏王经典BGM","霜焰",1419638400,"<b>介绍：</b>~献给那个从小追随王様身影的你~<br>",583655,14135,199,329,"[""ACG""]",706,8,43,15,"是","否","是","否","否","否","是","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否",30,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",50,0,"是","否","否","否","是","否","否",3
"501","让你身心午休午睡的纯音乐","心灵和弦",1385510400,"<b>介绍：</b>如果城市的生活令你感到疲惫，别担心，静下来，在疲惫的拐角，只为自己的心，慢下来，带上耳机，让心灵去感受宁静。（如有感觉不适歌曲，或有推荐歌曲，评论私信告知，第一时间更新）<br>",542029,6986,101,118,"[""轻音乐"",""世界音乐"",""安静""]",41,8,18,12,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",99,"否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",131,6,"否","否","否","是","否","否","否",3
